Mã đặt hàng,Mã hóa đơn,Mã vận đơn,Địa chỉ lấy hàng,Thời gian,Thời gian tạo,Mã khách hàng,Tên khách hàng,Điện thoại,Địa chỉ (Khách hàng),Khu vực (Khách hàng),Phường/Xã (Khách hàng),Người nhận đặt,Kênh bán,Người tạo,Đối tác giao hàng,Người nhận,Điện thoại (Người nhận),Địa chỉ (Người nhận),Khu vực (Người nhận),Phường/Xã (Người nhận),Dịch vụ,Trọng lượng (gram),Dài,Rộng,Cao,Phí trả ĐTGH (trả ĐT),Ghi chú,Tổng tiền hàng,Giảm giá phiếu đặt,Khách cần trả,Khách đã trả,Tiền mặt,Thẻ,Chuyển khoản,Ví,ĐVT,Điểm,Thời gian giao hàng,Trạng thái,Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Ghi chú hàng hóa,Số lượng,Đơn giá,Giảm giá %,Giảm giá,Giá bán,Thành tiền
DHIP00148,,,,2026-03-25 21:08:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00148,,,,2026-03-25 21:08:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00148,,,,2026-03-25 21:08:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00148,,,,2026-03-25 21:08:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00149,,,,2026-03-25 13:44:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,363258.0,,363258.0,363258.0,,,363258.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00150,,,,2026-03-26 20:07:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,517289.0,,517289.0,517289.0,,,517289.0,,,,,Đang giao hàng,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00150,,,,2026-03-26 20:07:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00150,,,,2026-03-26 20:07:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-bwtisO,,Cà Phê Pepsi làm,,,3,11214,,,11214,33642
DHIP00150,,,,2026-03-26 20:07:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-aMFOlG,,Gạo Nếp TH True Milk rất,,,2,55252,,,55252,110504
DHIP00151,,,,2026-03-26 19:21:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,10227.0,,10227.0,10227.0,,,10227.0,,,,,Hoàn thành,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,3,3409,,,3409,10227
DHIP00152,,,,2026-03-26 10:39:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,571741.0,,571741.0,571741.0,571741.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00152,,,,2026-03-26 10:39:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-XHOdHs,,Dầu Gội Lifebuoy nhiều,,,3,3241,,,3241,9723
DHIP00152,,,,2026-03-26 10:39:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00153,,,,2026-03-26 08:47:00,,sdv-id-wLKSLN,Amy Barton,907.881.4620,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,130866.0,,130866.0,130866.0,,,130866.0,,,,,Hoàn thành,sdv-id-yjyOAP,,Bột Mì Masan là,,,3,3260,,,3260,9780
DHIP00153,,,,2026-03-26 08:47:00,,sdv-id-wLKSLN,Amy Barton,907.881.4620,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00154,,,,2026-03-26 15:50:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,121086.0,,121086.0,121086.0,121086.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00155,,,,2026-03-26 08:35:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,19835.0,,19835.0,19835.0,,,19835.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00156,,,,2026-03-26 17:20:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,1220620.0,,1220620.0,1220620.0,,,1220620.0,,,,,Hoàn thành,sdv-id-Fqonrf,,Mì Gói Chinsu như,,,3,254816,,,254816,764448
DHIP00156,,,,2026-03-26 17:20:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-UvNfEY,,Cà Phê Coca-Cola cái,,,1,117288,,,117288,117288
DHIP00156,,,,2026-03-26 17:20:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-XJRwBf,,Bánh Quy Pepsi mà,,,1,305386,,,305386,305386
DHIP00156,,,,2026-03-26 17:20:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,1,33498,,,33498,33498
DHIP00157,,,,2026-03-26 08:18:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,1575314.0,,1575314.0,1575314.0,1575314.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00157,,,,2026-03-26 08:18:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,3,347190,,,347190,1041570
DHIP00157,,,,2026-03-26 08:18:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00157,,,,2026-03-26 08:18:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00157,,,,2026-03-26 08:18:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00158,,,,2026-03-27 13:05:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,449868.0,,449868.0,449868.0,,,449868.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00158,,,,2026-03-27 13:05:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00158,,,,2026-03-27 13:05:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00158,,,,2026-03-27 13:05:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-PgVbDS,,Tương Ớt Masan các,,,3,21160,,,21160,63480
DHIP00159,,,,2026-03-27 19:47:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,403148.0,,403148.0,403148.0,,,403148.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00159,,,,2026-03-27 19:47:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-UvNfEY,,Cà Phê Coca-Cola cái,,,2,117288,,,117288,234576
DHIP00159,,,,2026-03-27 19:47:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-jwFAkO,,Dầu Gội Chinsu được,,,1,4170,,,4170,4170
DHIP00159,,,,2026-03-27 19:47:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00159,,,,2026-03-27 19:47:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,1,3646,,,3646,3646
DHIP00160,,,,2026-03-27 19:45:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,401893.0,,401893.0,401893.0,,,401893.0,,,,,Hoàn thành,sdv-id-fcdFCg,,Snack Hảo Hảo rất,,,2,101150,,,101150,202300
DHIP00160,,,,2026-03-27 19:45:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00160,,,,2026-03-27 19:45:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00161,,,,2026-03-27 12:25:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,1071519.0,,1071519.0,1071519.0,,,1071519.0,,,,,Hoàn thành,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,3,195015,,,195015,585045
DHIP00161,,,,2026-03-27 12:25:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00161,,,,2026-03-27 12:25:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,3,3409,,,3409,10227
DHIP00161,,,,2026-03-27 12:25:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00161,,,,2026-03-27 12:25:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-tlwikF,,Snack Chinsu cho,,,3,21631,,,21631,64893
DHIP00162,,,,2026-03-27 08:17:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,921646.0,,921646.0,921646.0,,,921646.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00162,,,,2026-03-27 08:17:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-lZcGKa,,Đồ Hộp TH True Milk hoặc,,,2,262445,,,262445,524890
DHIP00162,,,,2026-03-27 08:17:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,1,33498,,,33498,33498
DHIP00163,,,,2026-03-27 08:37:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,562018.0,,562018.0,562018.0,,,562018.0,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00163,,,,2026-03-27 08:37:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00164,,,,2026-03-27 10:18:00,,sdv-id-WIJMIE,Daniel Hart,416.232.2409,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,180591.0,,180591.0,180591.0,,,180591.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00164,,,,2026-03-27 10:18:00,,sdv-id-WIJMIE,Daniel Hart,416.232.2409,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00165,,,,2026-03-28 12:53:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,422763.0,,422763.0,422763.0,,,422763.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00165,,,,2026-03-28 12:53:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00166,,,,2026-03-28 16:07:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,900562.0,,900562.0,900562.0,900562.0,,,,,,,Hoàn thành,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,3,4839,,,4839,14517
DHIP00166,,,,2026-03-28 16:07:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-MgDksy,,Snack Coca-Cola bên,,,1,131736,,,131736,131736
DHIP00166,,,,2026-03-28 16:07:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HaDBNH,,Bia Omo như,,,1,185478,,,185478,185478
DHIP00166,,,,2026-03-28 16:07:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00166,,,,2026-03-28 16:07:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ymyTwG,,Túi Rác Vinamilk có,,,2,282768,,,282768,565536
DHIP00167,,,,2026-03-28 13:18:00,,sdv-id-UPWYUw,Bruce Garcia,996-874-7229,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,242172.0,,242172.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00168,,,,2026-03-29 16:37:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,1198571.0,,1198571.0,0.0,,,,,,,,Đang giao hàng,sdv-id-MgDksy,,Snack Coca-Cola bên,,,2,131736,,,131736,263472
DHIP00168,,,,2026-03-29 16:37:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,3,309506,,,309506,928518
DHIP00168,,,,2026-03-29 16:37:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-tYkLFJ,,Chén Bát Nhân Lifebuoy vì,,,1,3286,,,3286,3286
DHIP00168,,,,2026-03-29 16:37:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00169,,,,2026-03-29 16:25:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,1592949.0,,1592949.0,1592949.0,,,1592949.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00169,,,,2026-03-29 16:25:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00169,,,,2026-03-29 16:25:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,3,309506,,,309506,928518
DHIP00169,,,,2026-03-29 16:25:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-jwFAkO,,Dầu Gội Chinsu được,,,1,4170,,,4170,4170
DHIP00169,,,,2026-03-29 16:25:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-eZjEPU,,Phô Mai Pepsi tại,,,3,119528,,,119528,358584
DHIP00170,,,,2026-03-29 11:02:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,447748.0,,447748.0,0.0,,,,,,,,Phiếu tạm,sdv-id-bwtisO,,Cà Phê Pepsi làm,,,3,11214,,,11214,33642
DHIP00170,,,,2026-03-29 11:02:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00170,,,,2026-03-29 11:02:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00170,,,,2026-03-29 11:02:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,2,5589,,,5589,11178
DHIP00171,,,,2026-03-29 08:41:00,,sdv-id-iMsCJG,Benjamin Cook,468.554.1858,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,301677.0,,301677.0,301677.0,301677.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00171,,,,2026-03-29 08:41:00,,sdv-id-iMsCJG,Benjamin Cook,468.554.1858,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00172,,,,2026-03-29 09:21:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,439530.0,,439530.0,439530.0,,,439530.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00172,,,,2026-03-29 09:21:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,3,5589,,,5589,16767
DHIP00172,,,,2026-03-29 09:21:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00173,,,,2026-03-29 18:39:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,93147.0,,93147.0,93147.0,93147.0,,,,,,,Hoàn thành,sdv-id-bwtisO,,Cà Phê Pepsi làm,,,3,11214,,,11214,33642
DHIP00173,,,,2026-03-29 18:39:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00174,,,,2026-03-30 11:15:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,185508.0,,185508.0,185508.0,185508.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00174,,,,2026-03-30 11:15:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-uABipt,,Kẹo Cứng Coca-Cola thì,,,3,15885,,,15885,47655
DHIP00174,,,,2026-03-30 11:15:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,3,5589,,,5589,16767
DHIP00175,,,,2026-03-30 13:07:00,,sdv-id-SqsBRO,Lauren Graham,(311)740-7675x95777,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,39670.0,,39670.0,39670.0,39670.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00176,,,,2026-03-30 15:22:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,111814.0,,111814.0,111814.0,,,111814.0,,,,,Hoàn thành,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00176,,,,2026-03-30 15:22:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00177,,,,2026-03-30 08:44:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,949531.0,,949531.0,0.0,,,,,,,,Đang giao hàng,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00177,,,,2026-03-30 08:44:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-qZCLZu,,Bia Hảo Hảo rất,,,2,304925,,,304925,609850
DHIP00177,,,,2026-03-30 08:44:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00178,,,,2026-03-30 10:46:00,,sdv-id-gHzMHJ,Kevin Baker,413.526.0446x82412,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,591112.0,,591112.0,591112.0,,,591112.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00178,,,,2026-03-30 10:46:00,,sdv-id-gHzMHJ,Kevin Baker,413.526.0446x82412,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
